location,,,,경도,위도
서울특별시 관악구 봉천동 관악로28길,,,,126.9580222,37.48507203
서울특별시 관악구 봉천동 국회단지길,,,,126.9400107,37.48643247
서울특별시 관악구 봉천동 청룡길,,,,126.9458912,37.4793556
서울특별시 관악구 봉천동 성현로,,,,126.9500079,37.49198912
서울특별시 관악구 신림동 문성로,,,,126.9127137,37.47722602
서울특별시 구로구 개봉동 개봉로20길,,,,126.8592522,37.49325335
서울특별시 구로구 구로동 새말로12길,,,,126.8867255,37.50221152
서울특별시 구로구 고척동 중앙로,,,,126.86027,37.50533356
서울특별시 구로구 구로동 도림로,,,,126.8867506,37.48510011
서울특별시 구로구 궁동 오리로,,,,126.8389423,37.48748255
서울특별시 구로구 가리봉동 디지털로,,,,126.8919241,37.48040185
서울특별시 구로구 궁동 부일로,,,,126.8352848,37.49362811
서울특별시 구로구 구로동 경인로,,,,126.8415303,37.49458611
서울특별시 구로구 구로동 구일로4길,,,,126.8760819,37.49195085
서울특별시 구로구 신도림동 경인로67길,,,,126.888162,37.51174511
서울특별시 구로구 구로동 도림천로,,,,126.8930146,37.50316145
서울특별시 구로구 구로동 가마산로,,,,126.8810787,37.48854517
서울특별시 구로구 신도림동 신도림로,,,,126.8856047,37.51120846
서울특별시 구로구 구로동 시흥대로161길,,,,126.8976751,37.47938485
서울특별시 구로구 구로동 새말로20길,,,,126.8930723,37.5046969
서울특별시 구로구 구로동 구로중앙로,,,,126.8871762,37.49658961
서울특별시 구로구 오류동 경인로,,,,126.8415303,37.49458611
서울특별시 구로구 구로동 구로중앙로34길,,,,126.8864579,37.50139018
서울특별시 구로구 고척동 중앙로15길,,,,126.8542042,37.50777231
서울특별시 구로구 개봉동 개봉로19길,,,,126.8542621,37.49385452
서울특별시 구로구 개봉동 개봉로,,,,126.8564283,37.488723
서울특별시 구로구 오류동 서해안로,,,,126.8368014,37.48957067
서울특별시 구로구 오류동 오류로,,,,126.8395854,37.48820391
서울특별시 구로구 구로동 공원로8길,,,,126.8908761,37.50337901
서울특별시 구로구 가리봉동 남부순환로105길,,,,126.8882949,37.48041689
서울특별시 구로구 고척동 경서로,,,,126.8564368,37.49781032
서울특별시 구로구 구로동 구로동로28길,,,,126.88779,37.49092777
서울특별시 구로구 고척동 중앙로3길,,,,126.86215,37.49943825
서울특별시 구로구 고척동 경인로47길,,,,126.86444,37.50226765
서울특별시 구로구 온수동 부일로9길,,,,126.8215416,37.49735298
서울특별시 구로구 천왕동 오리로,,,,126.8389423,37.48748255
서울특별시 구로구 항동 서해안로,,,,126.8368014,37.48957067
서울특별시 구로구 구로동 구일로,,,,126.8728126,37.49666308
서울특별시 구로구 개봉동 고척로21나길,,,,126.8429019,37.50221126
서울특별시 구로구 오류동 고척로,,,,126.8400865,37.49697118
서울특별시 구로구 구로동 구로중앙로28길,,,,126.8871011,37.50037781
서울특별시 구로구 가리봉동 구로동로,,,,126.8852957,37.48604419
서울특별시 구로구 고척동 경인로43길,,,,126.8603817,37.49860131
서울특별시 구로구 구로동 구로동로25길,,,,126.8821772,37.48978831
서울특별시 구로구 구로동 구로동로35길,,,,126.8825296,37.49323015
서울특별시 구로구 구로동 디지털로,,,,126.8919241,37.48040185
서울특별시 구로구 구로동 새말로,,,,126.8849884,37.50243724
서울특별시 구로구 고척동 고척로,,,,126.8400865,37.49697118
서울특별시 구로구 개봉동 경인로40길,,,,126.8591521,37.49588236
서울특별시 구로구 개봉동 경인로33길,,,,126.8520589,37.4993969
서울특별시 구로구 신도림동 경인로,,,,126.8415303,37.49458611
서울특별시 구로구 구로동 경인로51길,,,,126.8731077,37.50226657
서울특별시 구로구 가리봉동 남부순환로,,,,126.8767107,37.48780399
서울특별시 구로구 고척동 경인로,,,,126.8415303,37.49458611
서울특별시 구로구 오류동 오리로,,,,126.8389423,37.48748255
서울특별시 구로구 신도림동 구로중앙로42길,,,,126.8790427,37.51088599
서울특별시 구로구 구로동 구로중앙로31길,,,,126.8843745,37.49909776
서울특별시 구로구 구로동 시흥대로,,,,126.9015022,37.48477305
서울특별시 구로구 구로동 구로동로,,,,126.8852957,37.48604419
서울특별시 구로구 구로동 디지털로32길,,,,126.9010291,37.48360081
서울특별시 구로구 구로동 남부순환로,,,,126.8767107,37.48780399
서울특별시 구로구 고척동 중앙로8길,,,,126.8645247,37.50324938
서울특별시 구로구 개봉동 남부순환로,,,,126.8767107,37.48780399
서울특별시 구로구 궁동 부일로19길,,,,126.8343603,37.49657167
서울특별시 구로구 신도림동 경인로59길,,,,126.8823204,37.50713368
서울특별시 구로구 구로동 디지털로31길,,,,126.892097,37.48552129
서울특별시 구로구 고척동 중앙로14길,,,,126.861858,37.50697282
서울특별시 구로구 개봉동 고척로23길,,,,126.8468063,37.50223601
서울특별시 구로구 궁동 오리로22가길,,,,126.8296425,37.50259767
서울특별시 구로구 개봉동 개봉로17라길,,,,126.8535284,37.49268483
서울특별시 구로구 개봉동 고척로22길,,,,126.8472608,37.49958554
서울특별시 구로구 개봉동 고척로25길,,,,126.8461187,37.50357951
서울특별시 구로구 개봉동 개봉로17길,,,,126.8528077,37.49127923
서울특별시 구로구 구로동 경인로53길,,,,126.8750616,37.50377165
서울특별시 구로구 구로동 디지털로26길,,,,126.8945389,37.48005557
서울특별시 구로구 개봉동 서해안로34길,,,,126.8491813,37.4945746
서울특별시 구로구 개봉동 개봉로23가길,,,,126.8597233,37.49511903
서울특별시 구로구 개봉동 고척로,,,,126.8400865,37.49697118
서울특별시 구로구 개봉동 경인로,,,,126.8415303,37.49458611
서울특별시 구로구 궁동 부일로15길,,,,126.8344489,37.4936528
서울특별시 구로구 천왕동 금오로,,,,126.8428473,37.47882434
서울특별시 구로구 신도림동 공원로,,,,126.8918703,37.50028838
서울특별시 금천구 시흥동 독산로,,,,126.9057421,37.44928715
서울특별시 금천구 가산동 시흥대로153길,,,,126.8935352,37.4764318
서울특별시 금천구 독산동 서부샛길,,,,126.8826484,37.47010845
서울특별시 금천구 시흥동 탑골로,,,,126.9156091,37.45208153
서울특별시 금천구 가산동 가산로9길,,,,126.8906038,37.47753068
서울특별시 금천구 시흥동 금하로,,,,126.907907,37.45131106
서울특별시 금천구 시흥동 강남순환로,,,,126.9155025,37.44157788
서울특별시 금천구 독산동 시흥대로,,,,126.9004019,37.45629395
서울특별시 금천구 독산동 범안로16길,,,,126.8946326,37.46582283
서울특별시 금천구 시흥동 시흥대로73길,,,,126.8971184,37.45659998
서울특별시 금천구 가산동 서부샛길,,,,126.8826484,37.47010845
서울특별시 금천구 시흥동 독산로50길,,,,126.9078482,37.46222936
서울특별시 금천구 시흥동 범안로,,,,126.8996247,37.46619009
서울특별시 금천구 시흥동 은행나무로,,,,126.9054461,37.45079691
서울특별시 금천구 독산동 범안로,,,,126.8996247,37.46619009
서울특별시 금천구 독산동 범안로17길,,,,126.8936061,37.46746718
서울특별시 금천구 가산동 디지털로,,,,126.889798,37.47851527
서울특별시 금천구 독산동 가산로,,,,126.9015818,37.47081456
서울특별시 금천구 독산동 벚꽃로,,,,126.8820924,37.4844295
서울특별시 금천구 시흥동 시흥대로,,,,126.9004019,37.45629395
서울특별시 금천구 가산동 벚꽃로36길,,,,126.8849679,37.48106174
서울특별시 금천구 독산동 독산로,,,,126.9057421,37.44928715
서울특별시 금천구 시흥동 서해안고속도로,,,,126.8951151,37.45231971
서울특별시 금천구 독산동 안양천로,,,,126.8906263,37.45661368
서울특별시 금천구 시흥동 호암로,,,,126.9204603,37.44798798
서울특별시 금천구 가산동 범안로,,,,126.8996247,37.46619009
서울특별시 금천구 가산동 남부순환로,,,,126.8941936,37.47822057
서울특별시 금천구 독산동 시흥대로153길,,,,126.8935352,37.4764318
서울특별시 금천구 가산동 디지털로10길,,,,126.8893635,37.47627037
서울특별시 금천구 독산동 가산로5길,,,,126.8905401,37.47364505
서울특별시 금천구 독산동 남부순환로,,,,126.8941936,37.47822057
서울특별시 노원구 상계동 덕릉로,,,,127.0839349,37.67385714
서울특별시 노원구 중계동 노원로19길,,,,127.068963,37.64476132
서울특별시 노원구 중계동 한글비석로20길,,,,127.0738978,37.66053717
서울특별시 노원구 월계동 초안산로,,,,127.0522532,37.63327153
서울특별시 노원구 상계동 덕릉로115다길,,,,127.0779637,37.66871814
서울특별시 노원구 중계동 동일로210길,,,,127.0656222,37.64865305
서울특별시 노원구 중계동 섬밭로,,,,127.0631715,37.64429116
서울특별시 노원구 공릉동 동일로,,,,127.0557379,37.68705097
서울특별시 노원구 하계동 노원로16길,,,,127.0749265,37.64233838
서울특별시 노원구 하계동 한글비석로,,,,127.0707147,37.6620326
서울특별시 노원구 하계동 섬밭로,,,,127.0631715,37.64429116
서울특별시 노원구 상계동 수락산로,,,,127.0551738,37.67110431
서울특별시 노원구 상계동 동일로,,,,127.0557379,37.68705097
서울특별시 노원구 월계동 우이천로,,,,127.0463511,37.62820539
서울특별시 노원구 월계동 월계로,,,,127.0583328,37.62954197
서울특별시 노원구 상계동 노원로26가길,,,,127.0702959,37.65322209
서울특별시 노원구 중계동 동일로203가길,,,,127.0649526,37.63951027
서울특별시 노원구 월계동 마들로,,,,127.0636266,37.62974769
서울특별시 노원구 월계동 덕릉로60길,,,,127.0452105,37.63053752
서울특별시 노원구 하계동 공릉로,,,,127.0797751,37.62554613
서울특별시 노원구 상계동 동일로245가길,,,,127.0545477,37.68010835
서울특별시 노원구 상계동 한글비석로46길,,,,127.0691162,37.66551722
서울특별시 노원구 중계동 동일로,,,,127.0557379,37.68705097
서울특별시 노원구 중계동 덕릉로82길,,,,127.078358,37.66027181
서울특별시 노원구 공릉동 동일로174길,,,,127.0773843,37.61972505
서울특별시 노원구 상계동 상계로,,,,127.0781499,37.66970815
서울특별시 노원구 상계동 노원로,,,,127.0714332,37.64389176
서울특별시 노원구 상계동 동부간선로,,,,127.055545,37.64995651
서울특별시 노원구 월계동 광운로,,,,127.0579377,37.6202242
서울특별시 노원구 월계동 석계로,,,,127.0635047,37.61829308
서울특별시 노원구 공릉동 화랑로,,,,127.0739751,37.61771058
서울특별시 노원구 중계동 한글비석로,,,,127.0707147,37.6620326
서울특별시 노원구 중계동 한글비석로19길,,,,127.0727783,37.65827451
서울특별시 노원구 중계동 중계로19길,,,,127.0761501,37.64940757
서울특별시 노원구 상계동 동일로228길,,,,127.059088,37.66773372
서울특별시 노원구 중계동 동일로208길,,,,127.0659707,37.64391743
서울특별시 노원구 월계동 화랑로,,,,127.0739751,37.61771058
서울특별시 노원구 공릉동 공릉로46길,,,,127.0820058,37.62758342
서울특별시 노원구 공릉동 동일로191길,,,,127.0718657,37.62495253
서울특별시 노원구 중계동 덕릉로,,,,127.0839349,37.67385714
서울특별시 노원구 중계동 한글비석로22길,,,,127.074148,37.66121666
서울특별시 노원구 중계동 덕릉로70길,,,,127.0606943,37.64268181
서울특별시 노원구 월계동 초안산로1길,,,,127.0531005,37.62774418
서울특별시 노원구 중계동 중계로14나길,,,,127.0825063,37.64880199
서울특별시 노원구 중계동 노원로24길,,,,127.0718093,37.6533391
서울특별시 노원구 하계동 노원로,,,,127.0714332,37.64389176
서울특별시 노원구 상계동 동일로243길,,,,127.0518012,37.67901696
서울특별시 노원구 중계동 덕릉로73길,,,,127.072164,37.65212099
서울특별시 노원구 중계동 중계로,,,,127.0828051,37.64110145
서울특별시 노원구 월계동 월계로45가길,,,,127.0509841,37.62993873
서울특별시 노원구 상계동 한글비석로,,,,127.0707147,37.6620326
서울특별시 노원구 월계동 석계로1길,,,,127.0621488,37.61558283
서울특별시 노원구 중계동 공릉로,,,,127.0797751,37.62554613
서울특별시 노원구 상계동 노해로,,,,127.0594776,37.65378602
서울특별시 노원구 상계동 노원로38길,,,,127.0616445,37.66298342
서울특별시 노원구 중계동 중계로18길,,,,127.0775405,37.65129613
서울특별시 노원구 중계동 동일로203길,,,,127.064166,37.63793257
서울특별시 노원구 공릉동 공릉로,,,,127.0797751,37.62554613
서울특별시 노원구 공릉동 동일로197길,,,,127.0693904,37.62719944
서울특별시 노원구 공릉동 동일로173길,,,,127.0739585,37.61834663
서울특별시 노원구 중계동 노원로,,,,127.0714332,37.64389176
서울특별시 노원구 월계동 월계로53길,,,,127.0586681,37.63224104
서울특별시 노원구 공릉동 동일로192길,,,,127.0755185,37.62666407
서울특별시 노원구 공릉동 섬밭로,,,,127.0631715,37.64429116
서울특별시 노원구 하계동 노원로18길,,,,127.0734448,37.6438255
서울특별시 노원구 상계동 노해로77길,,,,127.0596936,37.65460599
서울특별시 노원구 공릉동 화랑로51길,,,,127.0887929,37.62498852
서울특별시 노원구 하계동 동일로,,,,127.0557379,37.68705097
서울특별시 노원구 상계동 방학로,,,,127.0142884,37.66252114
서울특별시 노원구 중계동 중계로17길,,,,127.077182,37.64952263
서울특별시 노원구 중계동 한글비석로15길,,,,127.0734242,37.65520652
서울특별시 노원구 중계동 중계로8길,,,,127.0851272,37.64639807
서울특별시 노원구 공릉동 동일로182길,,,,127.0757844,37.62314057
서울특별시 노원구 공릉동 노원로,,,,127.0714332,37.64389176
서울특별시 노원구 하계동 노원로14길,,,,127.0743499,37.63974004
서울특별시 노원구 중계동 동일로206길,,,,127.0670933,37.64146764
서울특별시 도봉구 창동 해등로16길,,,,127.0405308,37.6565735
서울특별시 도봉구 도봉동 도봉로180가길,,,,127.0464987,37.68628898
서울특별시 도봉구 도봉동 도봉로154길,,,,127.0448244,37.67143065
서울특별시 도봉구 쌍문동 도봉로,,,,127.0457579,37.68964167
서울특별시 도봉구 창동 마들로11길,,,,127.0480811,37.65402232
서울특별시 도봉구 방학동 방학로,,,,127.0244123,37.66191539
서울특별시 도봉구 창동 노해로63가길,,,,127.0447742,37.65371395
서울특별시 도봉구 쌍문동 해등로,,,,127.0345798,37.65855955
서울특별시 도봉구 방학동 도봉로150길,,,,127.0446482,37.66606296
서울특별시 도봉구 창동 노해로69길,,,,127.0516089,37.65305006
서울특별시 도봉구 도봉동 도봉로181길,,,,127.0415295,37.68534951
서울특별시 도봉구 쌍문동 우이천로34길,,,,127.0242097,37.65042883
서울특별시 도봉구 쌍문동 노해로,,,,127.0346125,37.65139646
서울특별시 도봉구 방학동 도봉로,,,,127.0457579,37.68964167
서울특별시 도봉구 창동 노해로65길,,,,127.0474032,37.65162726
서울특별시 도봉구 창동 도봉로,,,,127.0457579,37.68964167
서울특별시 도봉구 도봉동 마들로,,,,127.0532968,37.64263023
서울특별시 도봉구 쌍문동 시루봉로,,,,127.0365906,37.670066
서울특별시 도봉구 방학동 도당로,,,,127.0417201,37.66689161
서울특별시 도봉구 방학동 해등로,,,,127.0345798,37.65855955
서울특별시 도봉구 창동 노해로,,,,127.0346125,37.65139646
서울특별시 도봉구 창동 덕릉로,,,,127.0381211,37.63828796
서울특별시 도봉구 창동 덕릉로60길,,,,127.0426893,37.63314286
서울특별시 도봉구 방학동 도봉로150나길,,,,127.044385,37.66442847
서울특별시 도봉구 방학동 시루봉로,,,,127.0365906,37.670066
서울특별시 도봉구 창동 우이천로,,,,127.026654,37.64655806
서울특별시 도봉구 창동 해등로,,,,127.0345798,37.65855955
서울특별시 도봉구 쌍문동 우이천로,,,,127.026654,37.64655806
서울특별시 도봉구 도봉동 도봉로180길,,,,127.0466312,37.68089647
서울특별시 도봉구 방학동 도봉로152길,,,,127.0458303,37.66950367
서울특별시 도봉구 창동 노해로70길,,,,127.0521559,37.6492374
서울특별시 도봉구 도봉동 도봉로,,,,127.0457579,37.68964167
서울특별시 도봉구 도봉동 도봉로152길,,,,127.0458303,37.66950367
서울특별시 도봉구 도봉동 도봉로169가길,,,,127.0429019,37.68180536
서울특별시 도봉구 쌍문동 시루봉로2길,,,,127.0326485,37.65533925
서울특별시 도봉구 도봉동 도봉산길,,,,127.0409235,37.68676228
서울특별시 도봉구 도봉동 도봉로169나길,,,,127.0437961,37.67669801
서울특별시 도봉구 도봉동 시루봉로,,,,127.0365906,37.670066
서울특별시 도봉구 창동 우이천로4길,,,,127.0410885,37.63391152
서울특별시 도봉구 창동 도봉로104길,,,,127.0353412,37.64403945
서울특별시 도봉구 도봉동 창포원로,,,,127.0491473,37.69099792
서울특별시 도봉구 쌍문동 도당로,,,,127.0417201,37.66689161
서울특별시 도봉구 쌍문동 삼양로,,,,127.013832,37.65435525
서울특별시 도봉구 창동 해등로3길,,,,127.040152,37.64664067
서울특별시 도봉구 도봉동 도봉로170길,,,,127.0475746,37.68044025
서울특별시 도봉구 쌍문동 노해로41길,,,,127.0263319,37.64965829
서울특별시 도봉구 창동 덕릉로63가길,,,,127.0388718,37.64368006
서울특별시 도봉구 쌍문동 우이천로38길,,,,127.0231835,37.65207614
서울특별시 도봉구 창동 마들로,,,,127.0532968,37.64263023
서울특별시 도봉구 창동 노해로63길,,,,127.0454552,37.65282202
서울특별시 동대문구 전농동 서울시립대로,,,,127.0469665,37.57608462
서울특별시 동대문구 휘경동 망우로,,,,127.0586587,37.58939272
서울특별시 동대문구 제기동 고산자로,,,,127.03764,37.5870716
서울특별시 동대문구 제기동 고산자로56길,,,,127.0384922,37.58945649
서울특별시 동대문구 제기동 경동시장로,,,,127.0402422,37.58461367
서울특별시 동대문구 답십리동 사가정로4길,,,,127.0534087,37.5713753
서울특별시 동대문구 제기동 제기로,,,,127.0377225,37.58681398
서울특별시 동대문구 제기동 경동시장로2길,,,,127.0425267,37.5799864
서울특별시 동대문구 전농동 왕산로,,,,127.0520225,37.58708464
서울특별시 동대문구 청량리동 제기로,,,,127.0377225,37.58681398
서울특별시 동대문구 용두동 청계천로,,,,127.033177,37.57062119
서울특별시 동대문구 답십리동 전농로,,,,127.053475,37.58289715
서울특별시 동대문구 용두동 천호대로,,,,127.0320399,37.57367901
서울특별시 동대문구 장안동 장안벚꽃로,,,,127.0719054,37.56286079
서울특별시 동대문구 이문동 이문로9길,,,,127.0566742,37.5935201
서울특별시 동대문구 신설동 난계로,,,,127.0233017,37.57368788
서울특별시 동대문구 제기동 왕산로,,,,127.0520225,37.58708464
서울특별시 동대문구 장안동 장한로18길,,,,127.0699196,37.56685288
서울특별시 동대문구 회기동 이문로,,,,127.0616124,37.60341044
서울특별시 동대문구 장안동 사가정로,,,,127.0596382,37.57758295
서울특별시 동대문구 장안동 장한로,,,,127.0701111,37.56978503
서울특별시 동대문구 청량리동 회기로,,,,127.0535686,37.59078564
서울특별시 동대문구 이문동 한천로,,,,127.0648714,37.57102721
서울특별시 동대문구 답십리동 황물로,,,,127.0511381,37.56981269
서울특별시 동대문구 이문동 이문로,,,,127.0616124,37.60341044
서울특별시 동대문구 전농동 답십리로,,,,127.0520106,37.57373575
서울특별시 동대문구 답십리동 답십리로57길,,,,127.0614434,37.5743334
서울특별시 동대문구 신설동 한빛로,,,,127.0316359,37.57848676
서울특별시 동대문구 신설동 왕산로,,,,127.0520225,37.58708464
서울특별시 동대문구 용두동 왕산로,,,,127.0520225,37.58708464
서울특별시 동대문구 용두동 답십리로,,,,127.0520106,37.57373575
서울특별시 동대문구 답십리동 답십리로,,,,127.0520106,37.57373575
서울특별시 동대문구 청량리동 왕산로,,,,127.0520225,37.58708464
서울특별시 동대문구 청량리동 약령시로,,,,127.0450381,37.58219225
서울특별시 동대문구 이문동 외대역동로,,,,127.0645792,37.59458879
서울특별시 동대문구 답십리동 한천로,,,,127.0648714,37.57102721
서울특별시 동대문구 장안동 답십리로66길,,,,127.0681176,37.57161079
서울특별시 동대문구 장안동 답십리로72길,,,,127.0730162,37.56969694
서울특별시 동대문구 장안동 답십리로69길,,,,127.0741081,37.57583015
서울특별시 동대문구 휘경동 장안벚꽃로,,,,127.0719054,37.56286079
서울특별시 동대문구 용두동 무학로,,,,127.0296753,37.58090313
서울특별시 동대문구 답십리동 천호대로,,,,127.0320399,37.57367901
서울특별시 동대문구 장안동 답십리로,,,,127.0520106,37.57373575
서울특별시 동대문구 용두동 천호대로27길,,,,127.0374311,37.57583239
서울특별시 동대문구 장안동 천호대로,,,,127.0320399,37.57367901
서울특별시 동대문구 장안동 답십리로65길,,,,127.0707568,37.57812476
서울특별시 동대문구 장안동 장한로17길,,,,127.0667402,37.56766745
서울특별시 동대문구 휘경동 한천로,,,,127.0648714,37.57102721
서울특별시 동대문구 용두동 고산자로,,,,127.03764,37.5870716
서울특별시 동대문구 전농동 사가정로,,,,127.0596382,37.57758295
서울특별시 동대문구 장안동 한천로,,,,127.0648714,37.57102721
서울특별시 동대문구 장안동 천호대로77길,,,,127.062451,37.56464704
서울특별시 동대문구 휘경동 휘경로,,,,127.0613271,37.59622826
서울특별시 동대문구 휘경동 망우로21길,,,,127.0597461,37.59020223
서울특별시 동대문구 이문동 천장산로,,,,127.0606324,37.59802575
서울특별시 동대문구 제기동 정릉천동로,,,,127.0360748,37.58167837
서울특별시 동대문구 장안동 한천로14길,,,,127.0633435,37.56692013
서울특별시 동대문구 장안동 장한로2길,,,,127.0669202,37.56239002
서울특별시 동대문구 청량리동 홍릉로,,,,127.0436074,37.58370562
서울특별시 동대문구 용두동 왕산로26길,,,,127.0364517,37.57653937
서울특별시 동대문구 제기동 약령시로,,,,127.0450381,37.58219225
서울특별시 동대문구 신설동 종로,,,,126.9989704,37.57067532
서울특별시 동대문구 장안동 장한로25길,,,,127.0688952,37.57196601
서울특별시 동대문구 장안동 장한로5길,,,,127.0623303,37.56568881
서울특별시 동대문구 장안동 장한로22길,,,,127.0722304,37.56832716
서울특별시 동대문구 이문동 한천로58길,,,,127.0710742,37.60171816
서울특별시 동대문구 제기동 안암로,,,,127.0328244,37.58578127
서울특별시 동대문구 휘경동 왕산로,,,,127.0520225,37.58708464
서울특별시 동대문구 휘경동 외대역동로,,,,127.0645792,37.59458879
서울특별시 동작구 상도동 상도로,,,,126.9539606,37.49552227
서울특별시 동작구 상도동 성대로2길,,,,126.9314368,37.49949658
서울특별시 동작구 상도동 성대로1길,,,,126.9348758,37.50122001
서울특별시 동작구 상도동 상도로15길,,,,126.9352882,37.50376223
서울특별시 동작구 노량진동 만양로,,,,126.9471051,37.50622109
서울특별시 동작구 사당동 사당로17길,,,,126.9728081,37.48598917
서울특별시 동작구 노량진동 장승배기로,,,,126.9413804,37.50149107
서울특별시 동작구 흑석동 서달로,,,,126.9603804,37.50190132
서울특별시 동작구 사당동 동작대로29길,,,,126.9765378,37.49282964
서울특별시 동작구 대방동 등용로14길,,,,126.9347879,37.51254266
서울특별시 동작구 노량진동 노량진로8길,,,,126.9379529,37.51232401
서울특별시 동작구 사당동 사당로23나길,,,,126.976731,37.48860763
서울특별시 동작구 신대방동 보라매로5길,,,,126.9281613,37.49681143
서울특별시 동작구 상도동 양녕로,,,,126.9498852,37.50399038
서울특별시 동작구 본동 노량진로23가길,,,,126.950556,37.51489432
서울특별시 동작구 대방동 대방동27길,,,,126.9241565,37.50252521
서울특별시 동작구 상도동 만양로,,,,126.9471051,37.50622109
서울특별시 동작구 상도동 성대로,,,,126.940902,37.50007148
서울특별시 동작구 상도동 장승배기로,,,,126.9413804,37.50149107
서울특별시 동작구 상도동 성대로12길,,,,126.935847,37.49708667
서울특별시 동작구 상도1동 양녕로,,,,126.9498852,37.50399038
서울특별시 동작구 사당동 사당로23길,,,,126.9746901,37.4865839
서울특별시 동작구 신대방동 시흥대로,,,,126.9062713,37.48875783
서울특별시 동작구 노량진동 노량진로,,,,126.9546684,37.51243096
서울특별시 동작구 상도동 국사봉1길,,,,126.9316631,37.49731078
서울특별시 동작구 흑석동 현충로,,,,126.9644408,37.50883776
서울특별시 동작구 사당동 사당로,,,,126.9671393,37.48777853
서울특별시 동작구 대방동 여의대방로,,,,126.91277,37.49595888
서울특별시 동작구 신대방동 여의대방로,,,,126.91277,37.49595888
서울특별시 동작구 사당동 동작대로,,,,126.9822517,37.49063878
서울특별시 동작구 대방동 여의대방로24길,,,,126.9209408,37.49815298
서울특별시 동작구 신대방동 여의대방로22길,,,,126.9224505,37.49739853
서울특별시 동작구 신대방동 여의대방로24길,,,,126.9209408,37.49815298
서울특별시 동작구 상도동 양녕로23길,,,,126.9404303,37.49677817
서울특별시 동작구 사당동 남부순환로,,,,126.975725,37.47663695
서울특별시 동작구 대방동 여의대방로36길,,,,126.9270182,37.50620353
서울특별시 동작구 신대방동 대림로,,,,126.9120923,37.48759943
서울특별시 동작구 신대방동 여의대방로10길,,,,126.9147215,37.49427462
서울특별시 동작구 본동 노량진로,,,,126.9546684,37.51243096
서울특별시 동작구 상도동 상도로26길,,,,126.9384141,37.50396991
서울특별시 동작구 본동 매봉로,,,,126.9512464,37.51159447
서울특별시 동작구 흑석동 올림픽대로,,,,126.9638908,37.51059676
서울특별시 동작구 노량진동 양녕로,,,,126.9498852,37.50399038
서울특별시 동작구 상도동 상도로53길,,,,126.9533963,37.50167913
서울특별시 동작구 본동 올림픽대로,,,,126.9638908,37.51059676
서울특별시 동작구 본동 양녕로,,,,126.9498852,37.50399038
서울특별시 동작구 동작동 사당로23나길,,,,126.976731,37.48860763
서울특별시 동작구 사당동 동작대로23길,,,,126.98087,37.48421162
서울특별시 동작구 대방동 대방동길,,,,126.9257254,37.50280618
서울특별시 동작구 상도1동 상도로,,,,126.9539606,37.49552227
서울특별시 동작구 본동 현충로,,,,126.9644408,37.50883776
서울특별시 동작구 노량진동 올림픽대로,,,,126.9638908,37.51059676
서울특별시 동작구 상도동 양녕로26길,,,,126.9441961,37.49731937
서울특별시 동작구 대방동 상도로,,,,126.9539606,37.49552227
서울특별시 동작구 상도동 국사봉길,,,,126.9316324,37.49631468
서울특별시 동작구 대방동 등용로,,,,126.9319601,37.50845474
서울특별시 동작구 신대방동 보라매로5가길,,,,126.9246785,37.49171584
